row_index,sheet_number,bid_item,text,ocr_hints
939,A-425,Furnish & Install Range Hood,RH1,"[""SHORT_TAG""]"
940,A-425,Furnish & Install Range Hood,RANGE HOOD,[]
941,A-425,Furnish & Install Range Hood,RH1,"[""SHORT_TAG""]"
942,A-425,Furnish & Install Range Hood,RH1,"[""SHORT_TAG""]"
943,A-425,Furnish & Install Range Hood,RH1,"[""SHORT_TAG""]"
944,A-425,Furnish & Install Oven/Range,"OV1 OVEN/RANGE GE 30""W x 36""H FREE-STANDING ELECTRIC RANGE, WHITE, JB256DMWW X","[""POSSIBLE_DIMENSION""]"
945,A-425,Furnish & Install Oven/Range,"OV2 OVEN/RANGE GE 30""W x 34""H FREE-STANDING ELECTRIC RANGE, ADA COMPLIANT, WHITE X","[""POSSIBLE_DIMENSION""]"
946,A-425,Furnish & Install Oven/Range,OVEN/RANGE,[]
947,A-425,Furnish & Install Oven/Range,OVEN/RANGE,[]
948,A-425,Furnish & Install Oven/Range,OVEN/RANGE,[]
949,A-425,Furnish & Install Oven/Range,OVEN/RANGE,[]
950,A-425,Furnish & Install Oven/Range,OV1,"[""SHORT_TAG""]"
951,A-425,Furnish & Install Oven/Range,OV2,"[""SHORT_TAG""]"
952,A-425,Furnish & Install Oven/Range,OV1,"[""SHORT_TAG""]"
953,A-425,Furnish & Install Oven/Range,OV2,"[""SHORT_TAG""]"
954,A-425,Furnish & Install Microwave,MICROWAVE,[]
955,A-425,Furnish & Install Microwave,MICROWAVE,[]
956,A-425,Furnish & Install Microwave,MW,"[""SHORT_TAG""]"
957,A-425,Furnish & Install Microwave,MW,"[""SHORT_TAG""]"
958,A-425,Furnish & Install Microwave,MW,"[""SHORT_TAG""]"
959,A-425,Furnish & Install Microwave,MICROWAVE,[]
960,A-425,Furnish & Install Dishwasher,"DW1 DISHWASHER GE DISHWASHER WITH FRONT CONTROLS, WHITE, GDF450PGRWW X",[]
961,A-425,Furnish & Install Dishwasher,"DW2 DISHWASHER GE DISHWASHER WITH HIDDEN CONTROLS, ADA COMPLIANT, WHITE, GDT225SGLWW X",[]
962,A-425,Furnish & Install Dishwasher,DISHWASHER,[]
963,A-425,Furnish & Install Dishwasher,DISHWASHER,[]
964,A-425,Furnish & Install Dishwasher,DISHWASHER,[]
965,A-425,Furnish & Install Dishwasher,DISHWASHER,[]
966,A-425,Furnish & Install Dishwasher,DW1,"[""SHORT_TAG""]"
967,A-425,Furnish & Install Dishwasher,DW2,"[""SHORT_TAG""]"
968,A-425,Furnish & Install Dishwasher,DW1,"[""SHORT_TAG""]"
969,A-425,Furnish & Install Dishwasher,DW2,"[""SHORT_TAG""]"
970,A-425,Furnish & Install Garbage Disposal,GD1 DISPOSAL 3/4 HP STANDARD SERIES WALL SWITCH X,[]
971,A-425,Furnish & Install Garbage Disposal,DISPOSAL,[]
972,A-425,Furnish & Install Garbage Disposal,DISPOSAL,[]
973,A-425,Furnish & Install Garbage Disposal,DISPOSAL,[]
974,A-425,Furnish & Install Garbage Disposal,DISPOSAL,[]
975,A-425,Furnish & Install Garbage Disposal,GD1,"[""SHORT_TAG""]"
976,A-425,Furnish & Install Garbage Disposal,GD1,"[""SHORT_TAG""]"
977,A-425,Furnish & Install Garbage Disposal,GD1,"[""SHORT_TAG""]"
978,A-425,Furnish & Install Garbage Disposal,GD1,"[""SHORT_TAG""]"
979,A-425,Furnish & Install Refrigerator,"FR1 FRIDGE GE 21.9 CU.FT. TOP-FREEZER REFRIGERATOR, WHITE, GTS22KGNWW X",[]
980,A-425,Furnish & Install Refrigerator,FRIDGE,[]
981,A-425,Furnish & Install Refrigerator,FRIDGE,[]
982,A-425,Furnish & Install Refrigerator,FRIDGE,[]
983,A-425,Furnish & Install Refrigerator,FRIDGE,[]
984,A-425,Furnish & Install Refrigerator,FR1,"[""SHORT_TAG""]"
985,A-425,Furnish & Install Refrigerator,FR1,"[""SHORT_TAG""]"
986,A-425,Furnish & Install Refrigerator,FR1,"[""SHORT_TAG""]"
987,A-425,Furnish & Install Refrigerator,FR1,"[""SHORT_TAG""]"
988,A-425,Refer to the Residential Equipment schedules,Specialty Equipment Schedule,[]
989,A-425,Furnish & Install Window Shades,"WS1 SHADE WINDOW SHADE, ~2'-3 1/2'W X","[""POSSIBLE_DIMENSION""]"
990,A-425,Furnish & Install Window Shades,"WS2 SHADE WINDOW SHADE, ~2'-5 1/2'W X","[""POSSIBLE_DIMENSION""]"
991,A-425,Furnish & Install Window Shades,"WS3 SHADE WINDOW SHADE, ~3'-1 1/2'W X","[""POSSIBLE_DIMENSION""]"
992,A-425,Furnish & Install Window Shades,"WS4 SHADE WINDOW SHADE, ~4'-5 1/2'W X","[""POSSIBLE_DIMENSION""]"
993,A-425,Furnish & Install Window Shades,SHADE,[]
994,A-425,Furnish & Install Window Shades,SHADE,[]
995,A-425,Furnish & Install Window Shades,SHADE,[]
996,A-425,Furnish & Install Window Shades,SHADE,[]
997,A-425,Furnish & Install Window Shades,SHADE,[]
998,A-425,Furnish & Install Window Shades,SHADE,[]
999,A-425,Furnish & Install Window Shades,SHADE,[]
1000,A-425,Furnish & Install Window Shades,WHERE WINDOW EXISTS,[]
1001,A-425,Furnish & Install Window Shades,SHADE,[]
1002,A-425,Furnish & Install Window Shades,SHADE,[]
1003,A-425,Furnish & Install Window Shades,SHADE,[]
1004,A-425,Furnish & Install Window Shades,SHADE,[]
1005,A-425,Furnish & Install Window Shades,SHADE,[]
1006,A-425,Furnish & Install Window Shades,SHADE,[]
1007,A-425,Furnish & Install Window Shades,SHADE,[]
1008,A-425,Furnish & Install Window Shades,SHADE,[]
1009,A-425,Furnish & Install Window Shades,SHADE,[]
1010,A-425,Furnish & Install Window Shades,SHADE,[]
1011,A-425,Furnish & Install Window Shades,SHADE,[]
1012,A-425,Furnish & Install Window Shades,SHADE,[]
1013,A-425,Furnish & Install Window Shades,SHADE,[]
1014,A-425,Furnish & Install Window Shades,SHADE,[]
1015,A-425,Furnish & Install Window Shades,SHADE,[]
1016,A-425,Furnish & Install Window Shades,SHADE,[]
1017,A-425,Furnish & Install Window Shades,SHADE,[]
1018,A-425,Furnish & Install Window Shades,SHADE,[]
1019,A-425,Furnish & Install Window Shades,SHADE,[]
1020,A-425,Furnish & Install Window Shades,WS1,"[""SHORT_TAG""]"
1021,A-425,Furnish & Install Window Shades,WS1,"[""SHORT_TAG""]"
1022,A-425,Furnish & Install Window Shades,WS1,"[""SHORT_TAG""]"
1023,A-425,Furnish & Install Window Shades,WS4,"[""SHORT_TAG""]"
1024,A-425,Furnish & Install Window Shades,WS4,"[""SHORT_TAG""]"
1025,A-425,Furnish & Install Window Shades,WS2,"[""SHORT_TAG""]"
1026,A-425,Furnish & Install Window Shades,WS2,"[""SHORT_TAG""]"
1027,A-425,Furnish & Install Window Shades,WS1,"[""SHORT_TAG""]"
1028,A-425,Furnish & Install Window Shades,WS1,"[""SHORT_TAG""]"
1029,A-425,Furnish & Install Window Shades,WS1,"[""SHORT_TAG""]"
1030,A-425,Furnish & Install Window Shades,WS4,"[""SHORT_TAG""]"
1031,A-425,Furnish & Install Window Shades,WS4,"[""SHORT_TAG""]"
1032,A-425,Furnish & Install Window Shades,WS1,"[""SHORT_TAG""]"
1033,A-425,Furnish & Install Window Shades,WS1,"[""SHORT_TAG""]"
1034,A-425,Furnish & Install Window Shades,WS1,"[""SHORT_TAG""]"
1035,A-425,Furnish & Install Window Shades,WS4,"[""SHORT_TAG""]"
1036,A-425,Furnish & Install Window Shades,WS4,"[""SHORT_TAG""]"
1037,A-425,Furnish & Install Window Shades,WS3,"[""SHORT_TAG""]"
1038,A-425,Furnish & Install Window Shades,WS3,"[""SHORT_TAG""]"
1039,A-425,Furnish & Install Window Shades,WS1,"[""SHORT_TAG""]"
1040,A-425,Furnish & Install Window Shades,WS1,"[""SHORT_TAG""]"
1041,A-425,Furnish & Install Window Shades,WS1,"[""SHORT_TAG""]"
1042,A-425,Furnish & Install Window Shades,WS4,"[""SHORT_TAG""]"
1043,A-425,Furnish & Install Window Shades,WS4,"[""SHORT_TAG""]"
1044,A-425,Furnish & Install Window Shades,WS3,"[""SHORT_TAG""]"
1045,A-425,Furnish & Install Window Shades,WS3,"[""SHORT_TAG""]"
1046,A-425,Furnish & Install Curtain Rods,CR1 CURTAIN ROD BASIS OF DESIGN: KOHLER EXPANSE K-9350-SN VIBRANT POLISHED NICKEL.   FIXED ENDS. SHOWER AND BATHTUB LOCATIONS.  SEE INTEIROR ELEVATIONS FOR MOUNTING HEIGHTS X,[]
1047,A-425,Furnish & Install Curtain Rods,CURTAIN ROD,[]
1048,A-425,Furnish & Install Curtain Rods,CURTAIN ROD,[]
1049,A-425,Furnish & Install Curtain Rods,CURTAIN ROD,[]
1050,A-425,Furnish & Install Curtain Rods,CURTAIN ROD,[]
1051,A-425,Furnish & Install Curtain Rods,CR1,"[""SHORT_TAG""]"
1052,A-425,Furnish & Install Curtain Rods,CR1,"[""SHORT_TAG""]"
1053,A-425,Furnish & Install Curtain Rods,CR1,"[""SHORT_TAG""]"
1054,A-425,Furnish & Install Curtain Rods,CR1,"[""SHORT_TAG""]"
1055,A-425,Furnish & Install Shower Caddies,"SC1 SHWR CADDY BASIS OF DESIGN: BCI SURROUND, FOUR SHELF CADDY X",[]
1056,A-425,Furnish & Install Shower Caddies,SHWR CADDY,[]
1057,A-425,Furnish & Install Shower Caddies,SHWR CADDY,[]
1058,A-425,Furnish & Install Shower Caddies,SHWR CADDY,[]
1059,A-425,Furnish & Install Shower Caddies,SHWR CADDY,[]
1060,A-425,Furnish & Install Shower Caddies,SC1,"[""SHORT_TAG""]"
1061,A-425,Furnish & Install Shower Caddies,SC1,"[""SHORT_TAG""]"
1062,A-425,Furnish & Install Shower Caddies,SC1,"[""SHORT_TAG""]"
1063,A-425,Furnish & Install Shower Caddies,SC1,"[""SHORT_TAG""]"
1064,A-425,Furnish & Install Toilet Paper Holders,"TP1 TP HOLDER BASIS OF DESIGN: KOHLER PARALLEL K-23528-CP POLISHED CHROME. MOUNTING HEIGHT: 30"" AFF X","[""POSSIBLE_DIMENSION""]"
1065,A-425,Furnish & Install Toilet Paper Holders,TP HOLDER,[]
1066,A-425,Furnish & Install Toilet Paper Holders,TP HOLDER,[]
1067,A-425,Furnish & Install Toilet Paper Holders,TP HOLDER,[]
1068,A-425,Furnish & Install Toilet Paper Holders,TP HOLDER,[]
1069,A-425,Furnish & Install Toilet Paper Holders,TP1,"[""SHORT_TAG""]"
1070,A-425,Furnish & Install Toilet Paper Holders,TP1,"[""SHORT_TAG""]"
1071,A-425,Furnish & Install Toilet Paper Holders,TP1,"[""SHORT_TAG""]"
1072,A-425,Furnish & Install Toilet Paper Holders,TP1,"[""SHORT_TAG""]"
1073,A-425,Furnish & Install Mirrors,"MR1 MIRROR 28""W X 36""H FRAMELESS, CAULKED EDGE X","[""POSSIBLE_DIMENSION""]"
1074,A-425,Furnish & Install Mirrors,MIRROR,[]
1075,A-425,Furnish & Install Mirrors,MIRROR,[]
1076,A-425,Furnish & Install Mirrors,MIRROR,[]
1077,A-425,Furnish & Install Mirrors,MIRROR,[]
1078,A-425,Furnish & Install Mirrors,MR1,"[""SHORT_TAG""]"
1079,A-425,Furnish & Install Mirrors,MR1,"[""SHORT_TAG""]"
1080,A-425,Furnish & Install Mirrors,MR1,"[""SHORT_TAG""]"
1081,A-425,Furnish & Install Mirrors,MR1,"[""SHORT_TAG""]"
1082,A-425,Furnish & Install Towel Rings,"TR1 TOWEL RING BASIS OF DESIGN: KOHLER TONE K-27428-CP POLISHED CHROME. MOUNTING HEIGHT: 24"" ABOVE COUNTERTOP X","[""POSSIBLE_DIMENSION""]"
1083,A-425,Furnish & Install Towel Rings,TOWEL RING,[]
1084,A-425,Furnish & Install Towel Rings,TOWEL RING,[]
1085,A-425,Furnish & Install Towel Rings,TOWEL RING,[]
1086,A-425,Furnish & Install Towel Rings,TOWEL RING,[]
1087,A-425,Furnish & Install Towel Rings,TR1,"[""SHORT_TAG""]"
1088,A-425,Furnish & Install Towel Rings,TR1,"[""SHORT_TAG""]"
1089,A-425,Furnish & Install Towel Rings,TR1,"[""SHORT_TAG""]"
1090,A-425,Furnish & Install Towel Rings,TR1,"[""SHORT_TAG""]"
1091,A-425,Furnish & Install Towel Hooks,"TH1 TOWEL HOOK BASIS OF DESIGN: KOHLER PARALLEL K-23529-CP POLISHED CHROME. MOUNTING HEIGHT: 48"" AFF X","[""POSSIBLE_DIMENSION""]"
1092,A-425,Furnish & Install Towel Hooks,TOWEL HOOK,[]
1093,A-425,Furnish & Install Towel Hooks,TOWEL HOOK,[]
1094,A-425,Furnish & Install Towel Hooks,TH1 TOWEL HOOK,[]
1095,A-425,Furnish & Install Towel Hooks,TH1,"[""SHORT_TAG""]"
1096,A-425,Furnish & Install Towel Hooks,TH1,"[""SHORT_TAG""]"
1097,A-425,Furnish & Install Towel Hooks,TH1,"[""SHORT_TAG""]"
1098,A-425,Furnish & Install — Bike Racks,BR1 BIKE RACK HANGING BIKE RACK X,[]
1099,A-425,Furnish & Install — Bike Racks,BR2 BIKE RACK IN GROUND MOUNTED U-SHAPED BIKE RACK X,[]
1100,A-425,Furnish & Install — Bike Racks,BIKE RACK,[]
1101,A-425,Furnish & Install — Bike Racks,BIKE RACK,[]
1102,A-425,Furnish & Install — Bike Racks,BIKE RACK,[]
1103,A-425,Furnish & Install — Bike Racks,BIKE RACK,[]
1104,A-425,Furnish & Install — Bike Racks,BIKE RACK,[]
